Transaction_ID,Date,Year,Month,Quarter,Region,Zone,Channel,Therapy_Area,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit
TXN1386,2023-06-02,2023,6,Q2,South,Zone B,Hospital,Oncology,Capecitabine 500mg,149,558.36,325.15,83195.64,34748.29
TXN1387,2022-12-08,2022,12,Q4,West,Zone D,Retail Pharmacy,Neurology,Pregabalin 75mg,375,533.62,276.7,200107.5,96345.0
TXN1388,2023-11-22,2023,11,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,276,550.15,355.94,151841.4,53601.96
TXN1389,2022-10-02,2022,10,Q4,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,95,231.42,155.82,21984.9,7182.0
TXN1390,2023-03-12,2023,3,Q1,North,Zone A,Retail Pharmacy,Neurology,Pregabalin 75mg,458,602.15,300.52,275784.7,138146.54
TXN1391,2022-04-20,2022,4,Q2,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,427,439.27,265.0,187568.29,74413.29
TXN1392,2023-11-09,2023,11,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,230,107.29,55.23,24676.7,11973.8
TXN1393,2022-07-12,2022,7,Q3,North,Zone A,Distributor,Respiratory,Salbutamol Inhaler,491,217.45,128.85,106767.95,43502.6
TXN1394,2022-04-08,2022,4,Q2,North,Zone A,Hospital,Neurology,Levetiracetam 250mg,160,556.69,314.02,89070.4,38827.2
TXN1395,2023-11-02,2023,11,Q4,East,Zone C,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,181,724.59,444.2,131150.79,50750.59
TXN1396,2023-07-09,2023,7,Q3,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,477,93.38,64.18,44542.26,13928.4
TXN1397,2022-12-12,2022,12,Q4,North,Zone A,Distributor,Neurology,Pregabalin 75mg,327,324.26,151.63,106033.02,56450.01
TXN1398,2022-10-08,2022,10,Q4,South,Zone B,Distributor,Cardiovascular,Atorvastatin 10mg,350,257.18,178.61,90013.0,27499.5
TXN1399,2022-01-22,2022,1,Q1,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,98,760.55,381.19,74533.9,37177.28
TXN1400,2023-10-09,2023,10,Q4,East,Zone C,Distributor,Cardiovascular,Atorvastatin 10mg,290,747.96,410.77,216908.4,97785.1
TXN1401,2023-11-21,2023,11,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,275,231.42,127.32,63640.5,28627.5
TXN1402,2023-03-11,2023,3,Q1,North,Zone A,Hospital,Diabetes,Glipizide 5mg,55,384.16,177.77,21128.8,11351.45
TXN1403,2023-11-16,2023,11,Q4,North,Zone A,Distributor,Oncology,Imatinib 100mg,400,231.48,159.3,92592.0,28872.0
TXN1404,2023-09-19,2023,9,Q3,West,Zone D,Distributor,Oncology,Capecitabine 500mg,381,244.66,129.94,93215.46,43708.32
TXN1405,2023-04-02,2023,4,Q2,East,Zone C,Hospital,Diabetes,Glipizide 5mg,157,644.45,433.31,101178.65,33148.98
TXN1406,2023-02-08,2023,2,Q1,East,Zone C,Retail Pharmacy,Oncology,Imatinib 100mg,467,617.98,277.16,288596.66,159162.94
TXN1407,2023-01-24,2023,1,Q1,West,Zone D,Retail Pharmacy,Neurology,Levetiracetam 250mg,476,549.95,246.82,261776.2,144289.88
TXN1408,2023-09-10,2023,9,Q3,South,Zone B,Distributor,Respiratory,Montelukast 10mg,470,56.78,28.79,26686.6,13155.3
TXN1409,2023-12-27,2023,12,Q4,East,Zone C,Retail Pharmacy,Respiratory,Montelukast 10mg,409,686.03,424.42,280586.27,106998.49
TXN1410,2022-03-09,2022,3,Q1,North,Zone A,Retail Pharmacy,Oncology,Imatinib 100mg,413,546.83,238.17,225840.79,127476.58
TXN1411,2022-01-03,2022,1,Q1,West,Zone D,Hospital,Oncology,Capecitabine 500mg,209,434.54,236.59,90818.86,41371.55
TXN1412,2022-07-13,2022,7,Q3,South,Zone B,Hospital,Oncology,Imatinib 100mg,140,256.66,150.56,35932.4,14854.0
TXN1413,2023-04-13,2023,4,Q2,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,498,230.3,105.36,114689.4,62220.12
TXN1414,2022-09-02,2022,9,Q3,South,Zone B,Hospital,Oncology,Imatinib 100mg,438,77.01,34.85,33730.38,18466.08
TXN1415,2022-11-26,2022,11,Q4,North,Zone A,Distributor,Respiratory,Montelukast 10mg,361,485.07,269.22,175110.27,77921.85
TXN1416,2022-07-14,2022,7,Q3,East,Zone C,Distributor,Respiratory,Montelukast 10mg,376,684.39,356.08,257330.64,123444.56
TXN1417,2023-04-19,2023,4,Q2,South,Zone B,Distributor,Neurology,Levetiracetam 250mg,158,493.35,224.89,77949.3,42416.68
TXN1418,2022-11-01,2022,11,Q4,South,Zone B,Distributor,Neurology,Pregabalin 75mg,373,271.43,180.19,101243.39,34032.52
TXN1419,2022-04-02,2022,4,Q2,East,Zone C,Hospital,Oncology,Capecitabine 500mg,73,314.45,203.59,22954.85,8092.78
TXN1420,2023-07-09,2023,7,Q3,North,Zone A,Hospital,Respiratory,Montelukast 10mg,414,78.18,34.27,32366.52,18178.74
TXN1421,2023-05-06,2023,5,Q2,North,Zone A,Hospital,Cardiovascular,Atorvastatin 10mg,362,779.81,364.82,282291.22,150226.38
TXN1422,2023-03-06,2023,3,Q1,North,Zone A,Distributor,Neurology,Levetiracetam 250mg,391,597.01,411.97,233430.91,72350.64
TXN1423,2022-05-05,2022,5,Q2,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,446,366.97,180.14,163668.62,83326.18
TXN1424,2023-09-04,2023,9,Q3,West,Zone D,Distributor,Oncology,Imatinib 100mg,431,302.72,211.86,130472.32,39160.66
TXN1425,2022-08-10,2022,8,Q3,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,290,335.52,175.93,97300.8,46281.1
TXN1426,2022-09-17,2022,9,Q3,West,Zone D,Distributor,Oncology,Capecitabine 500mg,188,521.33,283.9,98010.04,44636.84
TXN1427,2022-06-04,2022,6,Q2,North,Zone A,Hospital,Oncology,Imatinib 100mg,290,435.39,240.63,126263.1,56480.4
TXN1428,2023-07-26,2023,7,Q3,North,Zone A,Distributor,Diabetes,Sitagliptin 50mg,428,652.64,284.95,279329.92,157371.32
TXN1429,2023-11-06,2023,11,Q4,North,Zone A,Hospital,Cardiovascular,Amlodipine 5mg,218,196.43,98.92,42821.74,21257.18
TXN1430,2022-12-01,2022,12,Q4,East,Zone C,Hospital,Cardiovascular,Telmisartan 40mg,417,471.55,322.6,196636.35,62112.15
TXN1431,2023-04-03,2023,4,Q2,East,Zone C,Retail Pharmacy,Diabetes,Sitagliptin 50mg,451,62.05,39.38,27984.55,10224.17
TXN1432,2023-07-06,2023,7,Q3,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,437,469.24,258.24,205057.88,92207.0
TXN1433,2022-01-16,2022,1,Q1,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,332,411.7,179.31,136684.4,77153.48
TXN1434,2023-11-04,2023,11,Q4,East,Zone C,Distributor,Oncology,Capecitabine 500mg,92,698.97,312.57,64305.24,35548.8
TXN1435,2022-08-18,2022,8,Q3,South,Zone B,Distributor,Oncology,Imatinib 100mg,56,284.65,193.73,15940.4,5091.52
TXN1436,2023-08-21,2023,8,Q3,East,Zone C,Distributor,Oncology,Capecitabine 500mg,173,190.19,77.21,32902.87,19545.54
TXN1437,2022-06-05,2022,6,Q2,North,Zone A,Retail Pharmacy,Oncology,Capecitabine 500mg,146,372.91,247.39,54444.86,18325.92
TXN1438,2023-02-27,2023,2,Q1,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,417,300.1,181.04,125141.7,49648.02
TXN1439,2022-04-23,2022,4,Q2,South,Zone B,Distributor,Neurology,Levetiracetam 250mg,231,600.12,260.97,138627.72,78343.65
TXN1440,2023-08-08,2023,8,Q3,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,387,755.95,509.83,292552.65,95248.44
TXN1441,2022-02-09,2022,2,Q1,South,Zone B,Hospital,Respiratory,Montelukast 10mg,55,460.84,319.68,25346.2,7763.8
TXN1442,2022-11-10,2022,11,Q4,South,Zone B,Retail Pharmacy,Diabetes,Metformin 500mg,226,348.21,166.89,78695.46,40978.32
TXN1443,2023-12-11,2023,12,Q4,North,Zone A,Distributor,Oncology,Capecitabine 500mg,329,542.57,374.68,178505.53,55235.81
TXN1444,2022-06-12,2022,6,Q2,East,Zone C,Distributor,Oncology,Imatinib 100mg,69,272.97,116.73,18834.93,10780.56
TXN1445,2023-05-27,2023,5,Q2,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,339,577.84,295.84,195887.76,95598.0
TXN1446,2022-11-04,2022,11,Q4,North,Zone A,Hospital,Cardiovascular,Atorvastatin 10mg,149,237.14,95.0,35333.86,21178.86
TXN1447,2023-05-21,2023,5,Q2,East,Zone C,Distributor,Diabetes,Metformin 500mg,128,209.81,143.03,26855.68,8547.84
TXN1448,2023-09-07,2023,9,Q3,West,Zone D,Hospital,Neurology,Pregabalin 75mg,333,520.61,268.47,173363.13,83962.62
TXN1449,2022-10-06,2022,10,Q4,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,469,594.29,347.76,278722.01,115622.57
TXN1450,2022-06-25,2022,6,Q2,North,Zone A,Distributor,Diabetes,Glipizide 5mg,227,119.47,74.61,27119.69,10183.22
TXN1451,2022-09-17,2022,9,Q3,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,460,56.79,32.76,26123.4,11053.8
TXN1452,2023-04-15,2023,4,Q2,North,Zone A,Distributor,Cardiovascular,Atorvastatin 10mg,217,540.5,348.9,117288.5,41577.2
TXN1453,2023-05-18,2023,5,Q2,West,Zone D,Distributor,Cardiovascular,Amlodipine 5mg,348,235.67,98.69,82013.16,47669.04
TXN1454,2022-02-06,2022,2,Q1,South,Zone B,Distributor,Diabetes,Metformin 500mg,143,763.62,497.53,109197.66,38050.87
TXN1455,2022-08-23,2022,8,Q3,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,223,348.09,192.87,77624.07,34614.06
TXN1456,2023-01-07,2023,1,Q1,South,Zone B,Hospital,Oncology,Capecitabine 500mg,122,204.66,130.97,24968.52,8990.18
TXN1457,2023-05-02,2023,5,Q2,West,Zone D,Hospital,Neurology,Levetiracetam 250mg,186,76.26,48.52,14184.36,5159.64
TXN1458,2023-06-05,2023,6,Q2,South,Zone B,Distributor,Oncology,Imatinib 100mg,217,381.91,227.16,82874.47,33580.75
TXN1459,2022-06-22,2022,6,Q2,West,Zone D,Distributor,Diabetes,Glipizide 5mg,188,499.13,229.76,93836.44,50641.56
TXN1460,2023-04-06,2023,4,Q2,North,Zone A,Retail Pharmacy,Oncology,Capecitabine 500mg,256,260.78,160.09,66759.68,25776.64
TXN1461,2023-05-21,2023,5,Q2,North,Zone A,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,462,102.87,46.88,47525.94,25867.38
TXN1462,2022-04-04,2022,4,Q2,East,Zone C,Distributor,Oncology,Imatinib 100mg,132,132.82,64.65,17532.24,8998.44
TXN1463,2022-05-25,2022,5,Q2,West,Zone D,Hospital,Diabetes,Sitagliptin 50mg,110,315.34,204.52,34687.4,12190.2
TXN1464,2023-10-01,2023,10,Q4,East,Zone C,Hospital,Respiratory,Montelukast 10mg,226,429.23,292.88,97005.98,30815.1
TXN1465,2023-03-22,2023,3,Q1,North,Zone A,Hospital,Respiratory,Salbutamol Inhaler,158,427.35,195.79,67521.3,36586.48
TXN1466,2023-03-15,2023,3,Q1,South,Zone B,Hospital,Cardiovascular,Telmisartan 40mg,463,379.41,221.26,175666.83,73223.45
TXN1467,2023-04-08,2023,4,Q2,East,Zone C,Hospital,Respiratory,Montelukast 10mg,161,138.16,62.11,22243.76,12244.05
TXN1468,2023-02-17,2023,2,Q1,South,Zone B,Retail Pharmacy,Respiratory,Montelukast 10mg,143,171.02,72.69,24455.86,14061.19
TXN1469,2023-10-02,2023,10,Q4,East,Zone C,Hospital,Diabetes,Sitagliptin 50mg,187,525.98,302.25,98358.26,41837.51
TXN1470,2023-07-22,2023,7,Q3,South,Zone B,Distributor,Neurology,Levetiracetam 250mg,296,232.8,111.81,68908.8,35813.04
TXN1471,2023-11-19,2023,11,Q4,South,Zone B,Distributor,Neurology,Pregabalin 75mg,186,361.83,191.29,67300.38,31720.44
TXN1472,2022-02-02,2022,2,Q1,South,Zone B,Hospital,Diabetes,Metformin 500mg,403,358.97,237.34,144664.91,49016.89
TXN1473,2022-05-24,2022,5,Q2,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,369,749.85,398.72,276694.65,129566.97
TXN1474,2023-01-01,2023,1,Q1,North,Zone A,Hospital,Respiratory,Salbutamol Inhaler,56,629.74,431.64,35265.44,11093.6
TXN1475,2022-11-11,2022,11,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,302,356.09,237.04,107539.18,35953.1
TXN1476,2023-09-22,2023,9,Q3,West,Zone D,Hospital,Cardiovascular,Atorvastatin 10mg,169,614.48,331.52,103847.12,47820.24
TXN1477,2023-09-02,2023,9,Q3,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,248,388.47,176.77,96340.56,52501.6
TXN1478,2022-09-02,2022,9,Q3,North,Zone A,Retail Pharmacy,Oncology,Imatinib 100mg,281,61.63,29.85,17318.03,8930.18
TXN1479,2022-08-17,2022,8,Q3,South,Zone B,Hospital,Neurology,Levetiracetam 250mg,341,685.95,386.65,233908.95,102061.3
TXN1480,2022-06-10,2022,6,Q2,South,Zone B,Hospital,Diabetes,Metformin 500mg,384,223.66,152.71,85885.44,27244.8
TXN1481,2023-08-20,2023,8,Q3,East,Zone C,Distributor,Oncology,Imatinib 100mg,108,579.98,297.15,62637.84,30545.64
TXN1482,2022-11-02,2022,11,Q4,South,Zone B,Hospital,Oncology,Capecitabine 500mg,435,546.26,297.82,237623.1,108071.4
TXN1483,2023-10-26,2023,10,Q4,West,Zone D,Hospital,Cardiovascular,Amlodipine 5mg,406,440.8,222.63,178964.8,88577.02
TXN1484,2023-12-06,2023,12,Q4,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,78,339.97,203.56,26517.66,10639.98
TXN1485,2022-03-05,2022,3,Q1,South,Zone B,Hospital,Cardiovascular,Telmisartan 40mg,326,540.6,360.44,176235.6,58732.16
TXN1486,2022-11-25,2022,11,Q4,South,Zone B,Hospital,Diabetes,Glipizide 5mg,103,339.66,195.83,34984.98,14814.49
TXN1487,2023-12-17,2023,12,Q4,East,Zone C,Retail Pharmacy,Diabetes,Glipizide 5mg,187,430.29,196.37,80464.23,43743.04
TXN1488,2023-07-06,2023,7,Q3,South,Zone B,Hospital,Diabetes,Sitagliptin 50mg,195,768.87,406.98,149929.65,70568.55
TXN1489,2022-01-14,2022,1,Q1,East,Zone C,Hospital,Oncology,Capecitabine 500mg,222,669.44,360.78,148615.68,68522.52
TXN1490,2023-10-23,2023,10,Q4,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,486,661.2,418.81,321343.2,117801.54
TXN1491,2022-04-05,2022,4,Q2,South,Zone B,Distributor,Neurology,Pregabalin 75mg,253,162.96,75.8,41228.88,22051.48
TXN1492,2023-03-18,2023,3,Q1,South,Zone B,Retail Pharmacy,Respiratory,Salbutamol Inhaler,128,468.0,192.67,59904.0,35242.24
TXN1493,2023-07-08,2023,7,Q3,North,Zone A,Distributor,Oncology,Capecitabine 500mg,153,550.08,235.6,84162.24,48115.44
TXN1494,2023-11-27,2023,11,Q4,North,Zone A,Hospital,Respiratory,Montelukast 10mg,325,727.32,494.63,236379.0,75624.25
TXN1495,2022-03-17,2022,3,Q1,South,Zone B,Distributor,Oncology,Imatinib 100mg,400,80.26,42.0,32104.0,15304.0
TXN1496,2022-03-16,2022,3,Q1,West,Zone D,Hospital,Oncology,Imatinib 100mg,487,474.64,234.39,231149.68,117001.75
TXN1497,2023-04-26,2023,4,Q2,East,Zone C,Distributor,Diabetes,Metformin 500mg,465,149.48,82.74,69508.2,31034.1
TXN1498,2022-10-19,2022,10,Q4,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,388,485.71,338.64,188455.48,57063.16
TXN1499,2022-09-11,2022,9,Q3,South,Zone B,Retail Pharmacy,Diabetes,Metformin 500mg,325,477.11,315.14,155060.75,52640.25
TXN1500,2022-11-04,2022,11,Q4,South,Zone B,Retail Pharmacy,Neurology,Levetiracetam 250mg,438,796.72,553.19,348963.36,106666.14
TXN1501,2022-11-23,2022,11,Q4,North,Zone A,Retail Pharmacy,Diabetes,Glipizide 5mg,337,391.07,235.59,131790.59,52396.76
TXN1502,2023-05-09,2023,5,Q2,South,Zone B,Retail Pharmacy,Oncology,Imatinib 100mg,392,568.16,346.09,222718.72,87051.44
TXN1503,2023-07-22,2023,7,Q3,South,Zone B,Retail Pharmacy,Oncology,Imatinib 100mg,309,360.37,166.22,111354.33,59992.35
TXN1504,2023-02-27,2023,2,Q1,South,Zone B,Distributor,Cardiovascular,Amlodipine 5mg,453,564.05,229.84,255514.65,151397.13
TXN1505,2023-04-26,2023,4,Q2,East,Zone C,Retail Pharmacy,Neurology,Pregabalin 75mg,271,732.66,433.52,198550.86,81066.94
TXN1506,2022-01-11,2022,1,Q1,North,Zone A,Distributor,Respiratory,Montelukast 10mg,279,531.93,225.31,148408.47,85546.98
TXN1507,2022-08-23,2022,8,Q3,South,Zone B,Retail Pharmacy,Neurology,Pregabalin 75mg,463,736.75,430.92,341115.25,141599.29
TXN1508,2023-11-23,2023,11,Q4,South,Zone B,Distributor,Oncology,Imatinib 100mg,288,562.59,288.4,162025.92,78966.72
TXN1509,2023-05-25,2023,5,Q2,North,Zone A,Distributor,Oncology,Imatinib 100mg,283,568.41,330.2,160860.03,67413.43
TXN1510,2023-04-17,2023,4,Q2,East,Zone C,Hospital,Respiratory,Montelukast 10mg,429,100.26,69.44,43011.54,13221.78
TXN1511,2022-03-26,2022,3,Q1,West,Zone D,Retail Pharmacy,Diabetes,Glipizide 5mg,60,642.06,337.0,38523.6,18303.6
TXN1512,2023-08-20,2023,8,Q3,East,Zone C,Distributor,Neurology,Pregabalin 75mg,443,106.12,56.41,47011.16,22021.53
TXN1513,2023-11-24,2023,11,Q4,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,159,522.94,243.64,83147.46,44408.7
TXN1514,2023-04-18,2023,4,Q2,East,Zone C,Retail Pharmacy,Neurology,Levetiracetam 250mg,150,177.59,118.89,26638.5,8805.0
TXN1515,2022-11-06,2022,11,Q4,East,Zone C,Retail Pharmacy,Diabetes,Sitagliptin 50mg,351,652.85,288.0,229150.35,128062.35
TXN1516,2023-12-10,2023,12,Q4,West,Zone D,Hospital,Oncology,Capecitabine 500mg,495,706.55,376.25,349742.25,163498.5
TXN1517,2023-02-18,2023,2,Q1,East,Zone C,Distributor,Diabetes,Metformin 500mg,314,193.04,97.32,60614.56,30056.08
TXN1518,2023-07-08,2023,7,Q3,West,Zone D,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,216,471.92,297.1,101934.72,37761.12
TXN1519,2022-09-07,2022,9,Q3,East,Zone C,Hospital,Respiratory,Montelukast 10mg,496,469.68,284.68,232961.28,91760.0
TXN1520,2022-04-13,2022,4,Q2,East,Zone C,Hospital,Diabetes,Sitagliptin 50mg,236,621.84,272.24,146754.24,82505.6
TXN1521,2023-03-22,2023,3,Q1,North,Zone A,Distributor,Cardiovascular,Amlodipine 5mg,126,484.49,264.96,61045.74,27660.78
TXN1522,2023-11-03,2023,11,Q4,West,Zone D,Distributor,Cardiovascular,Amlodipine 5mg,240,478.16,217.84,114758.4,62476.8
TXN1523,2023-06-06,2023,6,Q2,North,Zone A,Retail Pharmacy,Diabetes,Glipizide 5mg,249,469.07,239.86,116798.43,57073.29
TXN1524,2022-11-05,2022,11,Q4,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,125,467.59,305.59,58448.75,20250.0
TXN1525,2022-05-04,2022,5,Q2,West,Zone D,Hospital,Cardiovascular,Telmisartan 40mg,299,441.46,254.58,131996.54,55877.12
TXN1526,2022-04-01,2022,4,Q2,North,Zone A,Distributor,Diabetes,Glipizide 5mg,254,224.04,107.45,56906.16,29613.86
TXN1527,2023-02-08,2023,2,Q1,North,Zone A,Distributor,Cardiovascular,Atorvastatin 10mg,268,80.04,39.01,21450.72,10996.04
TXN1528,2022-05-02,2022,5,Q2,South,Zone B,Retail Pharmacy,Oncology,Imatinib 100mg,205,620.43,276.93,127188.15,70417.5
TXN1529,2022-02-11,2022,2,Q1,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,270,581.09,315.36,156894.3,71747.1
TXN1530,2022-01-20,2022,1,Q1,South,Zone B,Retail Pharmacy,Respiratory,Montelukast 10mg,473,220.06,132.26,104088.38,41529.4
TXN1531,2023-04-22,2023,4,Q2,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,463,463.37,246.26,214540.31,100521.93
TXN1532,2022-02-01,2022,2,Q1,North,Zone A,Hospital,Neurology,Levetiracetam 250mg,257,228.11,94.64,58624.27,34301.79
TXN1533,2023-08-08,2023,8,Q3,South,Zone B,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,204,180.12,92.57,36744.48,17860.2
TXN1534,2022-11-21,2022,11,Q4,South,Zone B,Hospital,Oncology,Imatinib 100mg,400,629.58,296.58,251832.0,133200.0
TXN1535,2022-03-19,2022,3,Q1,West,Zone D,Distributor,Diabetes,Glipizide 5mg,359,115.66,56.08,41521.94,21389.22
TXN1536,2022-02-27,2022,2,Q1,West,Zone D,Hospital,Cardiovascular,Amlodipine 5mg,112,81.12,47.95,9085.44,3715.04
TXN1537,2023-12-20,2023,12,Q4,South,Zone B,Retail Pharmacy,Oncology,Capecitabine 500mg,499,514.71,298.47,256840.29,107903.76
TXN1538,2023-10-09,2023,10,Q4,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,318,57.71,35.48,18351.78,7069.14
TXN1539,2023-03-01,2023,3,Q1,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,287,109.2,58.19,31340.4,14639.87
TXN1540,2023-08-27,2023,8,Q3,South,Zone B,Hospital,Cardiovascular,Telmisartan 40mg,257,389.61,179.04,100129.77,54116.49
TXN1541,2023-07-03,2023,7,Q3,East,Zone C,Retail Pharmacy,Neurology,Levetiracetam 250mg,191,386.58,260.54,73836.78,24073.64
TXN1542,2023-04-24,2023,4,Q2,West,Zone D,Hospital,Diabetes,Metformin 500mg,497,254.78,115.46,126625.66,69242.04
TXN1543,2023-01-12,2023,1,Q1,East,Zone C,Retail Pharmacy,Diabetes,Sitagliptin 50mg,320,396.79,261.68,126972.8,43235.2
TXN1544,2022-02-16,2022,2,Q1,East,Zone C,Distributor,Diabetes,Sitagliptin 50mg,389,618.1,301.96,240440.9,122978.46
TXN1545,2022-02-20,2022,2,Q1,West,Zone D,Hospital,Cardiovascular,Atorvastatin 10mg,207,755.17,438.86,156320.19,65476.17
TXN1546,2022-01-26,2022,1,Q1,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,421,265.96,145.71,111969.16,50625.25
TXN1547,2023-09-16,2023,9,Q3,West,Zone D,Distributor,Cardiovascular,Amlodipine 5mg,427,460.02,308.55,196428.54,64677.69
TXN1548,2023-05-03,2023,5,Q2,East,Zone C,Retail Pharmacy,Neurology,Levetiracetam 250mg,276,474.95,283.6,131086.2,52812.6
TXN1549,2023-07-13,2023,7,Q3,South,Zone B,Hospital,Cardiovascular,Amlodipine 5mg,252,650.74,280.69,163986.48,93252.6
TXN1550,2022-06-02,2022,6,Q2,East,Zone C,Hospital,Respiratory,Montelukast 10mg,398,219.71,146.92,87444.58,28970.42
TXN1551,2023-11-27,2023,11,Q4,West,Zone D,Distributor,Neurology,Levetiracetam 250mg,157,127.45,57.58,20009.65,10969.59
TXN1552,2023-12-26,2023,12,Q4,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,427,645.18,264.22,275491.86,162669.92
TXN1553,2022-04-08,2022,4,Q2,West,Zone D,Hospital,Diabetes,Sitagliptin 50mg,394,569.01,305.77,224189.94,103716.56
TXN1554,2022-10-22,2022,10,Q4,East,Zone C,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,231,723.31,451.02,167084.61,62898.99
TXN1555,2023-01-06,2023,1,Q1,East,Zone C,Hospital,Respiratory,Montelukast 10mg,66,467.98,209.1,30886.68,17086.08
TXN1556,2022-08-13,2022,8,Q3,West,Zone D,Hospital,Respiratory,Montelukast 10mg,494,482.35,303.19,238280.9,88505.04
TXN1557,2022-12-23,2022,12,Q4,East,Zone C,Hospital,Respiratory,Montelukast 10mg,55,559.4,236.61,30767.0,17753.45
TXN1558,2022-10-18,2022,10,Q4,South,Zone B,Retail Pharmacy,Diabetes,Sitagliptin 50mg,69,237.33,141.51,16375.77,6611.58
TXN1559,2023-07-11,2023,7,Q3,West,Zone D,Distributor,Cardiovascular,Amlodipine 5mg,433,229.36,126.99,99312.88,44326.21
TXN1560,2022-03-16,2022,3,Q1,West,Zone D,Hospital,Oncology,Imatinib 100mg,453,463.0,241.21,209739.0,100470.87
TXN1561,2022-02-06,2022,2,Q1,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,114,383.09,239.43,43672.26,16377.24
TXN1562,2022-04-04,2022,4,Q2,West,Zone D,Hospital,Respiratory,Montelukast 10mg,345,167.61,108.64,57825.45,20344.65
TXN1563,2022-02-15,2022,2,Q1,South,Zone B,Distributor,Neurology,Pregabalin 75mg,336,121.8,60.33,40924.8,20653.92
TXN1564,2022-02-07,2022,2,Q1,East,Zone C,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,313,87.66,47.28,27437.58,12638.94
TXN1565,2023-10-07,2023,10,Q4,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,279,448.47,270.53,125123.13,49645.26
TXN1566,2022-06-04,2022,6,Q2,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,489,683.5,361.84,334231.5,157291.74
TXN1567,2022-08-20,2022,8,Q3,East,Zone C,Retail Pharmacy,Diabetes,Glipizide 5mg,427,435.57,214.54,185988.39,94379.81
TXN1568,2022-10-04,2022,10,Q4,West,Zone D,Hospital,Oncology,Imatinib 100mg,188,584.63,356.04,109910.44,42974.92
TXN1569,2023-06-16,2023,6,Q2,North,Zone A,Distributor,Oncology,Imatinib 100mg,340,760.07,395.28,258423.8,124028.6
TXN1570,2023-03-01,2023,3,Q1,East,Zone C,Retail Pharmacy,Respiratory,Salbutamol Inhaler,442,502.65,300.51,222171.3,89345.88
TXN1571,2022-07-15,2022,7,Q3,North,Zone A,Distributor,Oncology,Imatinib 100mg,251,517.07,241.37,129784.57,69200.7
TXN1572,2022-08-10,2022,8,Q3,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,417,381.69,243.96,159164.73,57433.41
TXN1573,2022-09-02,2022,9,Q3,South,Zone B,Retail Pharmacy,Diabetes,Glipizide 5mg,74,546.29,317.25,40425.46,16948.96
TXN1574,2022-05-02,2022,5,Q2,East,Zone C,Hospital,Oncology,Imatinib 100mg,263,781.02,344.15,205408.26,114896.81
TXN1575,2022-11-21,2022,11,Q4,South,Zone B,Distributor,Diabetes,Glipizide 5mg,321,480.46,248.82,154227.66,74356.44
TXN1576,2022-10-22,2022,10,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,125,323.08,184.11,40385.0,17371.25
TXN1577,2022-08-08,2022,8,Q3,South,Zone B,Hospital,Oncology,Imatinib 100mg,312,148.97,82.52,46478.64,20732.4
